Gmt time,Open,High,Low,Close,Volume
01.01.2016 00:00:00.000,120.230,120.230,120.230,120.230,0
01.01.2016 01:00:00.000,120.230,120.230,120.230,120.230,0
01.01.2016 02:00:00.000,120.230,120.230,120.230,120.230,0
01.01.2016 03:00:00.000,120.230,120.230,120.230,120.230,0
01.01.2016 04:00:00.000,120.230,120.230,120.230,120.230,0
01.01.2016 05:00:00.000,120.230,120.230,120.230,120.230,0
01.01.2016 06:00:00.000,120.230,120.230,120.230,120.230,0
01.01.2016 07:00:00.000,120.230,120.230,120.230,120.230,0
01.01.2016 08:00:00.000,120.230,120.230,120.230,120.230,0
01.01.2016 09:00:00.000,120.230,120.230,120.230,120.230,0
01.01.2016 10:00:00.000,120.230,120.230,120.230,120.230,0
01.01.2016 11:00:00.000,120.230,120.230,120.230,120.230,0
01.01.2016 12:00:00.000,120.230,120.230,120.230,120.230,0
01.01.2016 13:00:00.000,120.230,120.230,120.230,120.230,0
01.01.2016 14:00:00.000,120.230,120.230,120.230,120.230,0
01.01.2016 15:00:00.000,120.230,120.230,120.230,120.230,0
01.01.2016 16:00:00.000,120.230,120.230,120.230,120.230,0
01.01.2016 17:00:00.000,120.230,120.230,120.230,120.230,0
01.01.2016 18:00:00.000,120.230,120.230,120.230,120.230,0
01.01.2016 19:00:00.000,120.230,120.230,120.230,120.230,0
01.01.2016 20:00:00.000,120.230,120.230,120.230,120.230,0
01.01.2016 21:00:00.000,120.230,120.230,120.230,120.230,0
01.01.2016 22:00:00.000,120.230,120.230,120.230,120.230,0
01.01.2016 23:00:00.000,120.230,120.230,120.230,120.230,0
02.01.2016 00:00:00.000,120.230,120.230,120.230,120.230,0
02.01.2016 01:00:00.000,120.230,120.230,120.230,120.230,0
02.01.2016 02:00:00.000,120.230,120.230,120.230,120.230,0
02.01.2016 03:00:00.000,120.230,120.230,120.230,120.230,0
02.01.2016 04:00:00.000,120.230,120.230,120.230,120.230,0
02.01.2016 05:00:00.000,120.230,120.230,120.230,120.230,0
02.01.2016 06:00:00.000,120.230,120.230,120.230,120.230,0
02.01.2016 07:00:00.000,120.230,120.230,120.230,120.230,0
02.01.2016 08:00:00.000,120.230,120.230,120.230,120.230,0
02.01.2016 09:00:00.000,120.230,120.230,120.230,120.230,0
02.01.2016 10:00:00.000,120.230,120.230,120.230,120.230,0
02.01.2016 11:00:00.000,120.230,120.230,120.230,120.230,0
02.01.2016 12:00:00.000,120.230,120.230,120.230,120.230,0
02.01.2016 13:00:00.000,120.230,120.230,120.230,120.230,0
02.01.2016 14:00:00.000,120.230,120.230,120.230,120.230,0
02.01.2016 15:00:00.000,120.230,120.230,120.230,120.230,0
02.01.2016 16:00:00.000,120.230,120.230,120.230,120.230,0
02.01.2016 17:00:00.000,120.230,120.230,120.230,120.230,0
02.01.2016 18:00:00.000,120.230,120.230,120.230,120.230,0
02.01.2016 19:00:00.000,120.230,120.230,120.230,120.230,0
02.01.2016 20:00:00.000,120.230,120.230,120.230,120.230,0
02.01.2016 21:00:00.000,120.230,120.230,120.230,120.230,0
02.01.2016 22:00:00.000,120.230,120.230,120.230,120.230,0
02.01.2016 23:00:00.000,120.230,120.230,120.230,120.230,0
03.01.2016 00:00:00.000,120.230,120.230,120.230,120.230,0
03.01.2016 01:00:00.000,120.230,120.230,120.230,120.230,0
03.01.2016 02:00:00.000,120.230,120.230,120.230,120.230,0
03.01.2016 03:00:00.000,120.230,120.230,120.230,120.230,0
03.01.2016 04:00:00.000,120.230,120.230,120.230,120.230,0
03.01.2016 05:00:00.000,120.230,120.230,120.230,120.230,0
03.01.2016 06:00:00.000,120.230,120.230,120.230,120.230,0
03.01.2016 07:00:00.000,120.230,120.230,120.230,120.230,0
03.01.2016 08:00:00.000,120.230,120.230,120.230,120.230,0
03.01.2016 09:00:00.000,120.230,120.230,120.230,120.230,0
03.01.2016 10:00:00.000,120.230,120.230,120.230,120.230,0
03.01.2016 11:00:00.000,120.230,120.230,120.230,120.230,0
03.01.2016 12:00:00.000,120.230,120.230,120.230,120.230,0
03.01.2016 13:00:00.000,120.230,120.230,120.230,120.230,0
03.01.2016 14:00:00.000,120.230,120.230,120.230,120.230,0
03.01.2016 15:00:00.000,120.230,120.230,120.230,120.230,0
03.01.2016 16:00:00.000,120.230,120.230,120.230,120.230,0
03.01.2016 17:00:00.000,120.230,120.230,120.230,120.230,0
03.01.2016 18:00:00.000,120.230,120.230,120.230,120.230,0
03.01.2016 19:00:00.000,120.230,120.230,120.230,120.230,0
03.01.2016 20:00:00.000,120.230,120.230,120.230,120.230,0
03.01.2016 21:00:00.000,120.230,120.230,120.230,120.230,0
03.01.2016 22:00:00.000,120.188,120.319,120.183,120.283,1766420043.9453
03.01.2016 23:00:00.000,120.286,120.385,120.232,120.316,2787850097.6563
04.01.2016 00:00:00.000,120.315,120.390,120.269,120.371,4205490234.375
04.01.2016 01:00:00.000,120.370,120.464,120.009,120.028,6674790039.0625
04.01.2016 02:00:00.000,120.027,120.043,119.646,119.817,8200750000
04.01.2016 03:00:00.000,119.817,119.817,119.648,119.685,4410600097.6563
04.01.2016 04:00:00.000,119.685,119.731,119.472,119.536,5970049804.6875
04.01.2016 05:00:00.000,119.538,119.571,119.239,119.379,6373790039.0625
04.01.2016 06:00:00.000,119.379,119.472,119.307,119.419,4602649902.3438
04.01.2016 07:00:00.000,119.423,119.430,118.906,118.975,8557820312.5
04.01.2016 08:00:00.000,118.976,119.161,118.703,119.015,10999349609.375
04.01.2016 09:00:00.000,119.012,119.092,118.867,118.873,6956890136.7188
04.01.2016 10:00:00.000,118.874,119.069,118.849,118.999,6303259765.625
04.01.2016 11:00:00.000,118.999,119.002,118.717,118.794,6077899902.3438
04.01.2016 12:00:00.000,118.794,119.110,118.763,119.068,6152240234.375
04.01.2016 13:00:00.000,119.067,119.360,119.041,119.259,7400319824.2188
04.01.2016 14:00:00.000,119.259,119.273,119.040,119.080,8464940429.6875
04.01.2016 15:00:00.000,119.079,119.358,119.006,119.296,10313969726.5625
04.01.2016 16:00:00.000,119.300,119.414,119.186,119.309,8248419921.875
04.01.2016 17:00:00.000,119.311,119.435,119.281,119.410,5176509765.625
04.01.2016 18:00:00.000,119.409,119.500,119.359,119.360,4702759765.625
04.01.2016 19:00:00.000,119.361,119.406,119.291,119.297,4113140136.7188
04.01.2016 20:00:00.000,119.302,119.473,119.282,119.424,5170419921.875
04.01.2016 21:00:00.000,119.425,119.475,119.377,119.434,1588209960.9375
04.01.2016 22:00:00.000,119.437,119.450,119.310,119.310,3512649902.3438
04.01.2016 23:00:00.000,119.311,119.470,119.286,119.469,2515899902.3438
05.01.2016 00:00:00.000,119.475,119.526,119.183,119.226,5860419921.875
05.01.2016 01:00:00.000,119.225,119.605,119.097,119.565,8221769531.25
05.01.2016 02:00:00.000,119.582,119.636,119.478,119.626,4918049804.6875
05.01.2016 03:00:00.000,119.626,119.694,119.520,119.522,3792350097.6563
05.01.2016 04:00:00.000,119.523,119.561,119.408,119.541,4351669921.875
05.01.2016 05:00:00.000,119.542,119.566,119.340,119.421,5779100097.6563
05.01.2016 06:00:00.000,119.420,119.483,119.302,119.459,5037959960.9375
05.01.2016 07:00:00.000,119.460,119.579,119.384,119.423,6432450195.3125
05.01.2016 08:00:00.000,119.426,119.441,119.161,119.171,9966309570.3125
05.01.2016 09:00:00.000,119.171,119.171,118.960,119.051,9306500000
05.01.2016 10:00:00.000,119.051,119.134,118.829,119.117,10153290039.0625
05.01.2016 11:00:00.000,119.116,119.165,118.899,118.952,6797879882.8125
05.01.2016 12:00:00.000,118.952,119.018,118.794,118.922,8258349609.375
05.01.2016 13:00:00.000,118.921,119.147,118.865,119.144,9161559570.3125
05.01.2016 14:00:00.000,119.144,119.193,119.026,119.113,10249950195.3125
05.01.2016 15:00:00.000,119.113,119.275,118.947,119.150,11827929687.5
05.01.2016 16:00:00.000,119.150,119.150,118.942,118.956,8909669921.875
05.01.2016 17:00:00.000,118.956,118.990,118.839,118.990,5701350097.6563
05.01.2016 18:00:00.000,118.988,119.046,118.856,119.025,4965879882.8125
05.01.2016 19:00:00.000,119.025,119.048,118.960,118.983,3976830078.125
05.01.2016 20:00:00.000,118.983,119.069,118.942,119.032,4540629882.8125
05.01.2016 21:00:00.000,119.030,119.064,119.004,119.059,1568239990.2344
05.01.2016 22:00:00.000,119.059,119.120,119.026,119.118,2734169921.875
05.01.2016 23:00:00.000,119.118,119.165,119.088,119.110,3781590087.8906
06.01.2016 00:00:00.000,119.109,119.161,118.993,119.041,6187979980.4688
06.01.2016 01:00:00.000,119.044,119.131,118.356,118.566,12818790039.0625
06.01.2016 02:00:00.000,118.565,118.666,118.407,118.491,11022919921.875
06.01.2016 03:00:00.000,118.491,118.673,118.383,118.652,7932700195.3125
06.01.2016 04:00:00.000,118.654,118.815,118.623,118.721,6220589843.75
06.01.2016 05:00:00.000,118.721,118.797,118.608,118.748,5996629882.8125
